207731614.37,SZ300699,130736222.18,3270594114.66,3270594114.66,219151433.69,光威复材,2017-09-30,0,736834883.2,2560639420.92,709954693.74,574916869.19,8250000.0,406686844.12,581677190.46,22270278.47,63465883.65,,2278087115.23,709954693.74,233830245.38,36800.0
152655900.46,SZ300699,131576561.24,2372079248.25,2372079248.25,193635204.86,光威复材,2017-06-30,0,490767956.81,1564556534.62,807522713.63,590626667.6,5110000.0,528191106.21,526601476.55,22270278.47,59405219.87,,1378191367.79,807522713.63,171663543.55,36800.0
64830622.75,SZ300699,133257239.36,2169636118.84,2169636118.84,164852261.78,光威复材,2016-12-31,0,212115147.38,1412327381.2,757308737.64,620417457.31,2470000.0,498696486.88,373945576.09,22270278.47,57394459.12,,1173283704,757308737.64,73723035.1,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
239777597.48,SZ000928,190661330.33,12957437528.98,12957437528.98,1600389877.29,中钢国际,2018-06-30,4.94,2809986057.62,4671896796.45,8285540732.53,253472288.69,7060000.0,8188335926.35,1347725000.17,117194101.46,406869014.47,943216.87,10824700669.11,8285540732.53,316974245.18,125666.29
93352872.19,SZ000928,192770014.95,12905741531.01,12905741531.01,1775972808.98,中钢国际,2018-03-31,0,1365395046.16,4739775972.21,8165965558.8,258341395.95,2510000.0,8057630319.71,1354204809.72,117194101.46,420464290.9,611281.5,10709688246.21,8165965558.8,122913183.77,125666.29
427056093.8,SZ000928,192941824.18,13547717355.47,13547717355.47,1411335285.72,中钢国际,2017-12-31,0,7859237901.89,4685196072.46,8862521283.01,264226798.43,2.102E7,8752892987.55,1262254247.12,117194101.46,400828843.58,429737.82,11279910469.86,8862521283.01,561946412.94,125666.29
327537750.4,SZ000928,298104710.66,13702489710.15,13702489710.15,1625759562.56,中钢国际,2017-09-30,0,4839472813.31,4565705910.82,9136783799.33,239944950.69,1.444E7,8995219001.35,1187030637.32,97969025.87,418796185.24,1391978.2,12184023148.47,9136783799.33,431957655.11,125757.4
253037609.9,SZ000928,297943762.06,13784083449.26,13784083449.26,1591071274.94,中钢国际,2017-06-30,0,3593542204.04,4514054195.71,9270029253.55,237194260.42,1.06E7,9122602340.01,1083056381.61,97969025.87,417822463.31,1445888.68,12273036403.08,9270029253.55,334095890.69,125666.29
102174416.86,SZ000928,161686105.34,13602146779.81,13602146779.81,1553178221.77,中钢国际,2017-03-31,0,1542921544.03,4425736387.94,9176410391.87,222167521.56,2790000.0,9024070391.87,968124127.29,97969025.87,399740290.34,1394176.02,12368580745.02,9176410391.87,134847780.14,125757.4
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-25084918.43,SZ300163,56856364.5,1000979249.95,1000979249.95,175133371.74,先锋新材,2018-06-30,3.2,287913729.53,668168378.39,332810871.56,390477891.73,9.399E7,134010100.56,86005861.26,26089898.57,14925020.79,,428958532,332810871.56,-27424124.47,47400.0
-14527757.95,SZ300163,58051219.59,1015063885.43,1015063885.43,177887818.5,先锋新材,2018-03-31,0,130742061.78,667497535.43,347566350,392179002.95,4.726E7,145321808.83,91739195.4,23021403.11,13756017.26,,396284322.17,347566350,-16217041.51,47400.0
-35258234.45,SZ300163,58375623.64,1022750648.9,1022750648.9,170273302.91,先锋新材,2017-12-31,0,688800571.33,694548429.95,328202218.95,409423585.97,2.11E8,124825827.53,106523506.27,26089898.57,9362349.87,,386365355.7,328202218.95,-9011900.37,47400.0
-473216.87,SZ300163,58727966.38,1108704132.61,1108704132.61,175459943.31,先锋新材,2017-09-30,0,514346033.27,737050233.32,371653899.29,420524577.55,1.58E8,169284771.27,139870085.06,23006692.03,37559627.05,132189.58,483506964.22,371653899.29,-3821001.93,47400.0
1019245.6,SZ300163,59153909.06,1139503937.4,1139503937.4,167692149.46,先锋新材,2017-06-30,0,357605250.13,733147292.96,406356644.44,435805092.66,1.1100000000000001E8,203095594.97,140111879.81,23006692.03,37273681.44,259564.2,440962874.54,406356644.44,-1099441.95,47400.0
-3915754.38,SZ300163,64118969.35,1210069155.67,1210069155.67,175417056.16,先锋新材,2017-03-31,0,180129139.88,757247148.69,452822006.98,417629770.76,5.976E7,426225629.15,160182361.41,23006692.03,35033992.87,132189.58,532221003.59,452822006.98,-5008550.74,47400.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
166997963.26,SZ300064,103245114.22,9386136121.55,9386136121.55,366978660.56,豫金刚石,2018-06-30,5.39,810083764.38,7030086103.89,2356050017.66,2195432496.74,6020000.0,1815872528.56,948596426.28,101569011.05,14234710.5,2447348.13,5413822046.99,2356050017.66,198462189.7,120547.66
109594372.25,SZ300064,104120564.63,9215404149.85,9215404149.85,307793434.91,豫金刚石,2018-03-31,0,407123820.18,6997996113.43,2217408036.42,1960414260.4,2660000.0,1574879625.71,916131573.25,101569011.05,13884319.38,2391337.09,5253964721.7,2217408036.42,128891154.57,120547.66
221998887.97,SZ300064,105080830.67,9092560411.7,9092560411.7,297644491.82,豫金刚石,2017-12-31,0,1532773223.28,6888404599.83,2204155811.87,1988113783.12,1.547E7,1499887068.22,806546195.84,101569011.05,12506500.71,2208134.58,5653381580.2,2204155811.87,261555738.73,120547.66
166225389.32,SZ300064,128959593.55,8997855281.55,8997855281.55,356788205.72,豫金刚石,2017-09-30,0,967921915.43,6831968168.69,2165887112.86,1679416030.41,1.15E7,1389439133.74,773824144.29,76961326.1,12473598.93,1501371.66,5724715721.61,2165887112.86,186627095.22,120547.66
86373935.6,SZ300064,129462771.75,8947192526.38,8947192526.38,417361200.9,豫金刚石,2017-06-30,0,570460786.62,6786526296.1,2160666230.28,1465899859.71,8570000.0,1329337912.09,694560800.22,76961326.1,15209855.07,1384376.44,5842201433.1,2160666230.28,98593529.05,120547.66
53572532.83,SZ300064,130088268.05,8875434550.34,8875434550.34,377791020.86,豫金刚石,2017-03-31,0,289793152.66,6771810559.35,2103623990.99,1478120147.47,2890000.0,1232225902.18,674446829.87,76961326.1,14817074,1879120.22,5783801117.38,2103623990.99,60454832.63,120547.66
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-14145677.77,SZ000969,551396026.71,10144132819.04,10144132819.04,1591516563.17,安泰科技,2018-06-30,5.14,2563140429.29,5746625394.09,4397507424.95,3079650192.65,6.194E7,3315808126.79,502187940.61,358473075.42,88433351.28,16087085.19,4711550633,4397507424.95,1488959.99,102600.81
4357443.65,SZ000969,564704210.38,10409690929.89,10409690929.89,1583963985.38,安泰科技,2018-03-31,0,1213724043.11,5810808726.5,4598882203.39,3098557654.13,2.998E7,3500482616.32,552307824.97,358473075.42,74805730.2,10170933.68,4930511538.65,4598882203.39,14272431.2,102600.81
47770422.87,SZ000969,567601932.13,10017808657.09,10017808657.09,1463705311.13,安泰科技,2017-12-31,0,4659656425.17,5812619557.28,4205189099.81,3144676738.01,1.32E8,3390594672.96,542617419.41,358473075.42,75541967.06,4738127.43,4517228698.81,4205189099.81,103800680.23,102600.81
53698491.15,SZ000969,553445792.32,10036359617.85,10036359617.85,1545138266.71,安泰科技,2017-09-30,0,3471106080.87,5884640916.48,4151718701.37,2913675999.85,9.9E7,3247722894.88,544347503.87,358473075.42,70172324.94,19179422.9,4473603352.78,4151718701.37,87624493.41,102600.81
11675893.33,SZ000969,571976185.91,10026282040.95,10026282040.95,1488402480.97,安泰科技,2017-06-30,0,2262775359.51,6004874747.28,4021407293.67,3034993926.25,6.156E7,3186405912.69,503794298.5,358473075.42,70896250.74,34463295.52,4521400777.34,4021407293.67,37931538.69,102600.81
3629963.93,SZ000969,571823739.36,9899437220.02,9899437220.02,1306065065.48,安泰科技,2017-03-31,0,1014190159.22,5993682736.71,3905754483.31,2942982138.16,3.128E7,3052967041.09,495431233.54,358473075.42,59355677.58,23747250.39,4295297105.43,3905754483.31,12909244.57,102600.81
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
53008564.72,SZ000521,777802216.45,17485565133.3,17485565133.3,3421144669.9,长虹美菱,2018-06-30,3.31,9271509569.67,5160068645.94,12325496487.36,1490510897.78,1.19E9,11868338601.31,925903130.8,391029420.33,100035028.65,7063981.64,14449123082.03,12325496487.36,63159513.01,104459.79
55160454.9,SZ000521,763463364.1,16634614645.28,16634614645.28,3239419265.37,长虹美菱,2018-03-31,0,4245506565.6,5205821036.3,11428793608.98,1502233614.46,6.59E8,10728763138.41,994156624.61,391029420.33,86633904.6,4253236.16,13738667231.37,11428793608.98,67809966.61,104459.79
36094532.71,SZ000521,772853622.41,15961511966.81,15961511966.81,2918100650.27,长虹美菱,2017-12-31,0,16797436757.36,5157176581.11,10804335385.7,1439427226.5,2.43E9,10098462442.64,937894771.93,391029420.33,90689083.63,6441508.68,13187444475.64,10804335385.7,56614906.24,104459.79
127840759.62,SZ000521,589379958.51,16383030571.27,16383030571.27,2300644579.42,长虹美菱,2017-09-30,0,13179138533.81,5246910099.97,11136120471.3,1261944649.05,1.77E9,10407312243.69,1025643826.09,391029420.33,85520834.5,2820852.12,13975801708.69,11136120471.3,152196816.82,104459.79
98094701.39,SZ000521,605320595.9,16689509751.32,16689509751.32,2582538614.47,长虹美菱,2017-06-30,0,8517794193.1,5218132139.12,11471377612.2,1214541611.12,1.14E9,10735857987.23,997496549.9,391029420.33,87505957.53,708602.61,14347005370.12,11471377612.2,107534259.25,104459.79
62314771.56,SZ000521,602076289.14,14635416631.04,14635416631.04,2580866215.12,长虹美菱,2017-03-31,0,3666603957.5,5227880059.85,9407536571.19,1179381188.63,5.41E8,8915520743.06,1029401100.54,391029420.33,83517585.82,249686.32,12374850033.57,9407536571.19,72671910.49,104459.79
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
35452502.53,SZ300344,24052464.73,1057205925.87,1057205925.87,131217392.62,太空智造,2018-06-30,6.76,243507927.16,517099042.83,540106883.04,40336804.11,1.472E7,449391446.17,47085880.54,25714342.18,14217552.39,211405.57,442951279.54,540106883.04,46051660.86,35436.78
28312558.21,SZ300344,21404010.24,1108948950.77,1108948950.77,136508780.05,太空智造,2018-03-31,0,112771660.3,617762495.73,491186455.04,41693553.79,5980000.0,400459135.43,39784139.82,25714342.18,16125268.08,232387.78,494398303.12,491186455.04,32533187.02,33774.72
-17883107.1,SZ300344,46483359.22,1344127226.94,1344127226.94,165420157.94,太空智造,2017-12-31,0,468842850.71,652685959.46,691441267.48,285054929.27,3.633E7,590741626.06,14652372.24,25714342.18,19815913.27,5133903.5,459840562.22,691441267.48,-12187308.92,33774.72
3532814.82,SZ300344,47203856.12,1419637592.44,1419637592.44,197865945.57,太空智造,2017-09-30,0,303043914.64,671436521.23,748201071.21,286966049.6,2.49E7,647440186.61,40172744.21,25714342.18,16612221.57,4993347.16,544216952.59,748201071.21,10903692.57,33774.72
-6943134.39,SZ300344,47452899.51,1377024578.28,1377024578.28,205734961.68,太空智造,2017-06-30,0,162634400.63,661493669.51,715530908.77,290156736.13,1.526E7,614770024.17,35438114.9,25714342.18,15383363.5,4788839.55,500182373.53,715530908.77,-3059965.35,33774.72
-1106879.3,SZ300344,47737334.1,1435771566.42,1435771566.42,179132998.62,太空智造,2017-03-31,0,58229197.99,672633431.53,763138134.89,292651247.5,5260000.0,662582250.29,50004529.7,25714342.18,15065281.97,3177577.14,555163911.08,763138134.89,1410446.7,33774.72
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
50883047.65,SZ002290,76395700.89,3669779420.33,3669779420.33,405350532.73,中科新材,2018-06-30,9.57,829054257.43,1229915617.48,2439863802.85,238828851.58,2.223E7,2389474361.51,167706545.84,43820454.38,16325025.09,2945155.75,3328613232.24,2439863802.85,60578575.11,24271.23
19977954.21,SZ002290,76845172.26,3080920385.35,3080920385.35,409441822.24,中科新材,2018-03-31,0,380753231.73,1228136003.64,1852784381.71,245885099.7,1.043E7,1242517388.16,165926932,43820454.38,14696044.07,4638891.8,2732162930.08,1852784381.71,24877378.69,24271.23
2371237.76,SZ002290,77317474.83,3235589700.76,3235589700.76,352791295.62,中科新材,2017-12-31,0,1431589639.38,1208158049.43,2027431651.33,251677465.98,3.871E7,1407287105.57,145948977.79,43820454.38,14362106.3,2549831.14,2886054052.08,2027431651.33,19006031.73,24271.23
43802290.37,SZ002290,78017800.09,3253644669.93,3253644669.93,335822655.8,中科新材,2017-09-30,0,1018163929.78,1249166003.17,2004478666.76,241729875.91,2.668E7,1142068849.47,187380030.4,43820454.38,13983175.95,4821704.87,2771378656.6,2004478666.76,52797867.16,24271.23
30334515.33,SZ002290,78524414.89,2938001544.93,2938001544.93,348345780.85,中科新材,2017-06-30,0,640876708.65,1235698228.13,1702303316.8,240347872.37,1.799E7,830195947.3,173912255.36,43820454.38,14279566.14,3922916.44,2463315145.24,1702303316.8,34792144.92,24271.23
12354088.22,SZ002290,78734382.72,2218318196.75,2218318196.75,362025297.44,中科新材,2017-03-31,0,295152421.09,1217717801.02,1000600395.73,232602801.28,8800000.0,982830561.85,155931828.25,43820454.38,14547854.42,1332788.27,1750490369,1000600395.73,15306942.69,24271.23
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
322115777.88,SZ002056,289366644.34,6320060227.58,6320060227.58,674026722.7,横店东磁,2018-06-30,6.18,3056008895.34,4759484661.49,1560575566.09,2077022643.73,1.06E8,1390595697.81,2367407205.31,378561692.18,8917535.23,,3722784655.31,1560575566.09,378338566.1,164360.0
104405287.99,SZ002056,292014441.3,6501834840.87,6501834840.87,721016606.64,横店东磁,2018-03-31,0,1398303234.3,4688875765.93,1812959074.94,2100287682.86,5.299E7,1638263805.56,2314296661.35,378561692.18,8454812.2,,3900078418.83,1812959074.94,123355914.89,164360.0
577864297.14,SZ002056,294662229.59,6548845257.46,6548845257.46,733935938.85,横店东磁,2017-12-31,0,6010098429.44,4566866057.43,1981979200.03,2161361655.85,1.79E8,1828454063.03,2209739156.05,378561692.18,8454812.2,,3944220069.21,1981979200.03,658021935.63,164360.0
401439175.48,SZ002056,297310000.5,6023318781.66,6023318781.66,637917876.38,横店东磁,2017-09-30,0,4356713340.82,4371992761.69,1651326019.97,1954513892.98,1.3400000000000001E8,1502880206.97,2091145036.61,320771176.29,7892260.07,,3501850471.79,1651326019.97,469623452.99,164360.0
221607976.06,SZ002056,298969050.74,5469628825.14,5469628825.14,532587738.87,横店东磁,2017-06-30,0,2738442269.17,4175623273.17,1294005551.97,1760500243.58,8.535E7,1173710290.49,1911271827.76,320771176.29,6735993.69,,3035858156.64,1294005551.97,258533733.17,164360.0
62274748.55,SZ002056,301611878.05,5329289716.98,5329289716.98,436285451.8,横店东磁,2017-03-31,0,1232411602.61,4050500160.41,1278789556.57,1727420670.06,4.14E7,1157731478.94,1801115250.41,320771176.29,5593222.86,,2969571215.94,1278789556.57,73707296.65,164360.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
1475023587.14,SH603260,457938504.45,15440526136.72,15440526136.72,1712724906.89,合盛硅业,2018-06-30,53.88,5473094129.32,6647429838.98,8793096297.74,6010121041.71,2.21E8,6663331663.65,3553266056.03,73665337.69,62199827.51,39836108.3,4982469462.93,8793096297.74,1711848397.66,67000.0
639454583.49,SH603260,452429187.04,15147590451.56,15147590451.56,1676107593.44,合盛硅业,2018-03-31,0,2245498504.6,6105225196.44,9042365255.12,5000810525.58,9.217E7,6929291630.72,3032945835.85,73665337.69,57350491.85,26891922.04,5221976188.13,9042365255.12,744391681.21,67000.0
1552660411.22,SH603260,455116167.34,14163547550.71,14163547550.71,1105639608.74,合盛硅业,2017-12-31,0,6950037580.36,5465434725.84,8698112824.87,4850360263.21,3.52E8,6967057579.86,2402828960.54,73665337.69,40847425.24,13739987.86,4517998998.81,8698112824.87,1803179326.79,67000.0
1014835576.28,SH603260,457682679.5,11379595988.6,11379595988.6,768410553.4,合盛硅业,2017-09-30,0,4921452254.17,3653294261.13,7726301727.47,3875162477.77,2.48E8,6301082188.69,1894233430.72,31521946.5,10464272.18,11287119.9,3502710217.96,7726301727.47,1158346577.9,67000.0
596993313.19,SH603260,456121746.74,8591233913.44,8591233913.44,751703383.33,合盛硅业,2017-03-31,0,3200855785.03,2979051851.85,5612182061.59,4002890486.79,1.66E8,4865220508.73,1218495997.08,31521946.5,17348222.16,6372050.42,2228797526.39,5612182061.59,693321736.1,67000.0
277495670.17,SH603260,453264808.52,7407672317.41,7407672317.41,712284464.63,合盛硅业,2016-12-31,0,1446375859.83,2701556181.68,4706116135.73,3842498818.8,8.169E7,3958060239.29,947199976.06,31521946.5,14591746.04,3570523.19,1997194817.73,4706116135.73,320526763.14,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
12647697.76,SH603991,25029468.65,726086830.41,726086830.41,44746619.98,至正股份,2018-06-30,17.98,243510064.32,466513334.55,259573495.86,218976592.82,1.303E7,253177377.17,130434379.14,13915575.68,1002845.96,277070.83,467148937.57,259573495.86,14482393.13,7453.5
6680294.34,SH603991,25208317.59,644448680.01,644448680.01,47484143.6,至正股份,2018-03-31,0,98601075.22,467999430.93,176449249.08,20969559.43,5040000.0,170053130.39,131920475.52,13915575.68,987366.72,,393299521.64,176449249.08,7859169.81,7453.5
37957327.51,SH603991,25567207.14,627797041.9,627797041.9,30887818.03,至正股份,2017-12-31,0,427445898.9,461319136.59,166477905.31,21598632.02,1.579E7,160081786.62,125240181.18,13915575.68,987366.72,,380798655.68,166477905.31,44856050.29,7453.5
20499271.76,SH603991,25926096.69,567525106.8,567525106.8,45492864.9,至正股份,2017-09-30,0,249118094.42,443871367.97,123653738.83,21771321.36,1.076E7,114884540.72,111588145.31,10119842.93,1405436.36,,327890755.24,123653738.83,24171286.24,7453.5
13442880.64,SH603991,26284986.24,560577690.17,560577690.17,31478182.81,至正股份,2017-06-30,0,149472617.75,436804689.72,123773000.45,21776254.02,6450000.0,114975500.45,104521467.06,10119842.93,1405436.36,,330124353.39,123773000.45,15853767.28,7453.5
5669896.13,SH603991,26643875.79,573953671.46,573953671.46,38761535.54,至正股份,2017-03-31,0,68382277.85,430283647.74,143670023.72,21697182.39,3500000.0,134872523.72,96748482.55,10119842.93,405970.83,,351270601.5,143670023.72,6670466.04,7453.5
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
350541687.57,SZ002129,886234089.96,34749840026.67,34749840026.67,2127405331.92,中环股份,2018-06-30,7.36,6461245301.29,15414452236.95,19335387789.72,12436454005.84,6.871E7,10578422741.67,1698422195.77,71616681.29,38758524,76249086.47,11606746368.68,19335387789.72,448729599.41,264423.65
138727166.5,SZ002129,799833345.91,33277550010.38,33277550010.38,1995719346.6,中环股份,2018-03-31,0,2801768459.75,13642596071.21,19634953939.17,10687120388.32,2.588E7,10508908854.82,1576231003.31,71616681.29,31452017.6,85994864.87,11676707983.09,19634953939.17,183875981.44,264423.65
590724082.12,SZ002129,815591886.95,31006595549.44,31006595549.44,1648641808.22,中环股份,2017-12-31,0,9644187470.11,12998809099.06,18007786450.38,11443586937.08,1.0900000000000001E8,10228409074.93,1451261726.26,71616681.29,45409061.4,94714841.65,11289553927.48,18007786450.38,683298258.14,264423.65
456793050.06,SZ002129,830962424.01,28071005018.35,28071005018.35,1320327171.19,中环股份,2017-09-30,0,6852773196.89,11806973300.42,16264031717.93,9734094067.72,7.528E7,9006270852.92,1332553224.68,58875058.68,27073515.39,58360429.23,9824242710.82,16264031717.93,541865282.78,264423.65
276479295.17,SZ002129,591788985.28,25169266540.68,25169266540.68,1211822014.45,中环股份,2017-06-30,0,4216559425.81,10857621911.01,14311644629.67,8650371965.69,5.257E7,9610873047.43,1153388917.38,58875058.68,25323893.22,67012148.7,8821426775.2,14311644629.67,330235344.41,264423.65
106155192.05,SZ002129,440689325.73,22833231536.66,22833231536.66,1485393557.49,中环股份,2017-03-31,0,1658755010.74,10762435954.49,12070795582.17,7510677425.92,1.338E7,7954481000.37,1063422326.37,58875058.68,27461880.29,45479337.21,7854811185.68,12070795582.17,124181265.95,264423.65
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
617260448.53,SZ002271,726010649.05,15849242376.32,15849242376.32,1804717452.44,东方雨虹,2018-06-30,14.37,5613003955.89,7421638496.74,8427603879.58,2196527406.91,7.04E8,6859004051.39,4348025774.72,110748883.62,137255737.63,7728552.24,11200191067.98,8427603879.58,707980133.74,149916.18
97819660.48,SZ002271,687069268.12,12958100994.45,12958100994.45,1559090474.54,东方雨虹,2018-03-31,0,1904587600.65,7008533682.44,5949567312.01,1978340220.47,3.08E8,4418130438.97,3960192847.52,110748883.62,122835814.15,3512114.85,8803067241.02,5949567312.01,119824751.38,88186.3
1242134670.45,SZ002271,626367432.97,13316861455.03,13316861455.03,1508681179.94,东方雨虹,2017-12-31,0,10292965441.05,6894625809.02,6422235646.01,1911105157.21,1.18E9,4893024627.85,3861335252.07,110748883.62,120281754.81,2879846.27,9330631586.41,6422235646.01,1436705576.95,0.0
887825203.14,SZ002271,613937250.22,13653977471.66,13653977471.66,1268825857.47,东方雨虹,2017-09-30,0,6970547930.56,6417043805.78,7236933665.88,1652082191.51,8.74E8,5682590036.12,3515722343.66,86174849.45,116150768.96,1774729.02,9973930146.64,7236933665.88,1003947156.59,0.0
491592620.2,SZ002271,591151010.3,10543851174.51,10543851174.51,1104995060.34,东方雨虹,2017-06-30,0,4310590753.64,5454556885.62,5089294288.89,1649603332.1,5.87E8,5006290509,3140709546.39,86174849.45,126141673.84,293016.81,7184880956.38,5089294288.89,557534172.99,0.0
77569337.37,SZ002271,569591260.26,8769216197.06,8769216197.06,928609493.77,东方雨虹,2017-03-31,0,1497788431.98,5118771636.14,3650444560.92,1584936302.81,2.7E8,3588573456.04,2857210052.39,86174849.45,127620399.92,899813.94,5759111112.1,3650444560.92,95967151.22,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
166124954.17,SH600330,138705437.41,5772138650.89,5772138650.89,613826301.39,天通股份,2018-06-30,6.21,1236629305.52,3864347894.21,1907790756.68,1807540876.62,3.013E7,1516675328.96,343768569.85,91678285.59,43967511.6,793503.97,2441224781.83,1907790756.68,170898577.03,99656.57
85135086.59,SH600330,142301324.21,5520807004.69,5520807004.69,506128072.45,天通股份,2018-03-31,0,591781915.15,3865078897.2,1655728107.49,1740003356.73,1.292E7,1266599154.7,305297964.9,91678285.59,35376078.35,815040.71,2217525651.85,1655728107.49,78086557.15,83047.14
159789013.63,SH600330,143833710.3,5455605679.96,5455605679.96,556856548.93,天通股份,2017-12-31,0,2179361017.68,3754777757.67,1700827922.29,1694095122.63,6.076E7,1309331490.32,223225653.92,91678285.59,14812730.97,695856.03,2266015461.92,1700827922.29,173981199.88,83047.14
150031384.21,SH600330,114957033.57,5069776907.51,5069776907.51,541516132.87,天通股份,2017-09-30,0,1566894559.63,3761932856.12,1307844051.39,1515402115.63,4.668E7,1129322263.64,222945878.31,85440807.99,9104803.77,497133.03,2091576114.69,1307844051.39,163155925.86,83047.14
100208183.56,SH600330,113743132.78,4845780063.11,4845780063.11,445415253.87,天通股份,2017-06-30,0,1020594786.09,3712091693.69,1133688369.42,1455334930.13,3.004E7,952699156.49,173070455.53,85440807.99,8208313.96,305692.45,1883046578.54,1133688369.42,110948842.82,83047.14
53904978.53,SH600330,115311278.02,4910575975.64,4910575975.64,418583365.51,天通股份,2017-03-31,0,510051794.83,3665767513.75,1244808461.89,1417560123.5,1.338E7,1062029035.73,126718154.96,85440807.99,8677730.13,260302.18,1990431177.23,1244808461.89,58443487.94,83047.14
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
88559847.75,SZ002386,649747974.75,13695243410.47,13695243410.47,531223061.84,天原集团,2018-06-30,6.36,8518154926.71,4410963075.28,9284280335.19,5158998245.35,1.56E8,7952394075.1,1463020829.6,263701022.23,21065218.8,51898191.83,5258200769.08,9284280335.19,114250996.44,67167.98
40085049.72,SZ002386,652599496.56,14321498585.74,14321498585.74,645384710.86,天原集团,2018-03-31,0,2972732053.34,4362529006.99,9958969578.75,5756351512.9,7.813E7,6795707933.36,1407297679.95,263701022.23,21065218.8,35501706.37,4223503021.62,9958969578.75,51959762.63,67167.98
63339038.61,SZ002386,654302623.28,13401567645.99,13401567645.99,522521971.94,天原集团,2017-12-31,0,15285575244.01,4323540934.81,9078026711.18,5884453261.26,2.31E8,6571920296.77,1357508722.24,263701022.23,21377610.09,22224657.54,3392756476.57,9078026711.18,140307714.54,67167.98
62386456.22,SZ002386,612119581.92,13963523578.56,13963523578.56,491285983.93,天原集团,2017-09-30,0,9858454613.89,4322592574.61,9640931003.95,5669296707.36,1.65E8,6096994787.69,1348759014.85,254869193.15,51471447.78,837820.9,3961438345.4,9640931003.95,144884228.77,67167.98
11825080.78,SZ002386,626610248.86,14132595940.2,14132595940.2,593082509.17,天原集团,2017-06-30,0,5919119825.86,4389566445.11,9743029495.09,5973202572.72,1.1599999999999999E8,6144342792.07,1289892644.79,254869193.15,53402996.74,47140940.48,4136249990.25,9743029495.09,29213500.52,67167.98
2487950.07,SZ002386,627179365.94,14070406468.31,14070406468.31,693939132.6,天原集团,2017-03-31,0,2199326588.78,4402439425.38,9667967042.93,6112790686.72,5.93E7,7018578391.08,1295500011.15,254869193.15,36806989.85,86290181.06,4065786979.06,9667967042.93,18720238.52,67167.98
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
